Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,SubLocation - Alphabetical,All,All,All,All,Y,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Foster Care Room,Avg. LOS: 31,25,A0058914310,,Cat,Domestic Longhair,3m 2d,Grey/Orange,N,N,Seized/Abandoned,F,Hold - Surgery,Foster Care Room,,941010004633385,Cat,,7/14/2025 12:00:00 AM,Tortoiseshell/,,N,7/15/2025 3:20 PM,92.90,,01,2.40 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059391351,Flash,Cat,Domestic Shorthair,2m 21d,Blue/,N,N,Transfer In/Buffalo City Animal Shelter,M,Hold - Special Event,Foster Care Room,,941010004559012,Cat,,7/25/2025 12:00:00 AM,,,Y,9/19/2025 8:56 AM,27.20,Subaru Loves Pets,02,3.00 pound,No,,2,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059391355,Aquaman,Cat,Domestic Shorthair,2m 21d,Grey/White,N,N,Transfer In/Buffalo City Animal Shelter,M,Hold - Special Event,Foster Care Room,,941010005073130,Cat,,7/25/2025 12:00:00 AM,,,Y,9/19/2025 8:56 AM,27.20,Subaru Loves Pets,02,2.75 pound,No,,2,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059391360,Batman,Cat,Domestic Shorthair,2m 21d,Black/,N,N,Transfer In/Buffalo City Animal Shelter,M,Hold - Special Event,Foster Care Room,,941010004635395,Cat,,7/25/2025 12:00:00 AM,,,Y,9/19/2025 8:56 AM,27.20,Subaru Loves Pets,02,2.75 pound,No,,2,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059246997,,Cat,Domestic Shorthair,3m 0d,Black/,N,N,Stray/No Hold,F,Hold - Behavior,Foster Care Room,,941010004507004,Cat,Mix,7/16/2025 12:00:00 AM,,,Y,8/27/2025 9:35 AM,50.10,medically cleared,03,3.50 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059246998,,Cat,Domestic Shorthair,3m 0d,Black/,N,N,Stray/No Hold,F,Hold - Behavior,Foster Care Room,,941010004146396,Cat,Mix,7/16/2025 12:00:00 AM,,,Y,8/27/2025 9:35 AM,50.10,medically cleared,03,2.75 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059247000,,Cat,Domestic Shorthair,2m 16d,Grey/,N,N,Stray/No Hold,F,Hold - Behavior,Foster Care Room,,941010004135652,Cat,Mix,7/30/2025 12:00:00 AM,,,Y,8/27/2025 9:35 AM,50.10,medically cleared,03,2.75 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059613569,,Cat,Domestic Shorthair,1m 12d,Blue/,N,N,Seized/Signed Over,M,Hold - Foster,Foster Care Room,,941010003992673,Cat,,9/4/2025 12:00:00 AM,,,N,10/16/2025 10:09 AM,0.10,,03,1.50 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059613573,,Cat,Domestic Shorthair,1m 12d,Grey/Orange,N,N,Seized/Signed Over,F,Hold - Foster,Foster Care Room,,941010004162069,Cat,,9/4/2025 12:00:00 AM,Tortoiseshell/,,N,10/16/2025 10:09 AM,0.10,,03,1.25 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059613578,,Cat,Domestic Shorthair,1m 12d,Blue/,N,N,Seized/Signed Over,M,Hold - Foster,Foster Care Room,,941010004100625,Cat,,9/4/2025 12:00:00 AM,,,N,10/16/2025 10:09 AM,0.10,,03,1.25 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059264173,Mr.Biscuits,Cat,Domestic Shorthair,2m 21d,Orange/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Hold - Special Event,Foster Care Room,,941010004608159,Cat,,7/25/2025 12:00:00 AM,Tabby/,,Y,8/29/2025 12:30 PM,48.00,Subaru Loves Pets,04,2.75 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059264194,Denise,Cat,Domestic Shorthair,2m 21d,Black/Orange/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Hold - Special Event,Foster Care Room,Love Bug,941010004608433,Cat,,7/25/2025 12:00:00 AM,Calico/,,Y,8/29/2025 12:30 PM,48.00,Subaru Loves Pets,04,2.50 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059264203,Persephone,Cat,Domestic Shorthair,2m 21d,Black/Orange/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Hold - Special Event,Foster Care Room,,941010004605037,Cat,,7/25/2025 12:00:00 AM,Calico/,,Y,8/29/2025 12:30 PM,48.00,Subaru Loves Pets,04,2.25 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059264212,Juniper,Cat,Domestic Shorthair,2m 21d,Brown/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Hold - Special Event,Foster Care Room,,941010004517846,Cat,,7/25/2025 12:00:00 AM,Tabby/,,Y,8/29/2025 12:30 PM,48.00,Subaru Loves Pets,04,2.25 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059264225,Mr.Buttons,Cat,Domestic Shorthair,2m 21d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Hold - Special Event,Foster Care Room,,941010004513617,Cat,,7/25/2025 12:00:00 AM,,,Y,8/29/2025 12:30 PM,48.00,Subaru Loves Pets,04,2.50 pound,No,,1,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059581393,,Cat,Domestic Shorthair,1m 4d,Grey/,N,N,Stray/No Hold,M,Hold - Bite/Scratch,Foster Care Room,,941010004777402,Cat,Mix,9/12/2025 12:00:00 AM,,,N,10/10/2025 2:59 PM,5.90,bite/scratch hold,05,1.00 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059581399,,Cat,Domestic Shorthair,1m 4d,White/Brown,N,N,Stray/No Hold,M,Hold - Bite/Scratch,Foster Care Room,,941010004745253,Cat,Mix,9/12/2025 12:00:00 AM,Tabby/,,N,10/10/2025 2:59 PM,5.90,bite/scratch hold,05,15.00 ounce,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059581401,,Cat,Domestic Shorthair,1m 4d,Brown/White,N,N,Stray/No Hold,F,Hold - Bite/Scratch,Foster Care Room,,941010004715460,Cat,Mix,9/12/2025 12:00:00 AM,Tabby/,,N,10/10/2025 2:59 PM,5.90,bite/scratch hold,05,14.00 ounce,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059581404,,Cat,Domestic Shorthair,1m 4d,Brown/White,N,N,Stray/No Hold,M,Hold - Bite/Scratch,Foster Care Room,,941010004950318,Cat,Mix,9/12/2025 12:00:00 AM,Tabby/,,N,10/10/2025 2:59 PM,5.90,bite/scratch hold,05,1.00 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059578338,,Cat,Domestic Shorthair,1m 18d,Blue/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,Hold - Foster,Foster Care Room,,941010004163877,Cat,,8/28/2025 12:00:00 AM,,,N,10/15/2025 7:56 AM,1.20,,06,1.50 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059578340,,Cat,Domestic Shorthair,1m 18d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,M,Hold - Foster,Foster Care Room,,941010004113184,Cat,,8/28/2025 12:00:00 AM,,,N,10/15/2025 7:56 AM,1.20,,06,1.75 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059578343,,Cat,Domestic Shorthair,1m 18d,Blue/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,Hold - Foster,Foster Care Room,,941010004072346,Cat,,8/28/2025 12:00:00 AM,,,N,10/15/2025 7:56 AM,1.20,,06,1.75 pound,No,,0,No,,,,,457
  Foster Care Room,Avg. LOS: 31,25,A0059578347,,Cat,Domestic Shorthair,1m 18d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,Hold - Foster,Foster Care Room,,941010004146506,Cat,,8/28/2025 12:00:00 AM,,,N,10/15/2025 7:56 AM,1.20,,06,1.75 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0046861476,Brooklyn,Other,American,N/A,Silver/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Lunar,982091062187762,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1681.00,medically cleared,Foster Home,8.75 pound,No,,3,Yes,,,,,457
  Foster Home,Avg. LOS: 66,201,A0046861487,Broadway,Other,American,N/A,Sable/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Morgan,982091062187875,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1681.00,medically cleared,Foster Home,9.90 pound,No,,3,Yes,,,,,457
  Foster Home,Avg. LOS: 66,201,A0052669181,Alex Wolff,Other,Chinchilla,N/A,Grey/,N,N,Seized/Abandoned,M,In Foster,Foster Home,,,Rodent,,,,,N,5/16/2023 3:06 PM,883.90,,Foster Home,1.30 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0052669183,Ernie,Other,Chinchilla,N/A,Grey/,N,N,Seized/Abandoned,M,In Foster,Foster Home,Nat Wolff,,Rodent,,,,,N,5/16/2023 3:06 PM,883.90,,Foster Home,1.50 ounce,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058212981,Apple,Other,Florida White,6m 17d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,200.10,,Foster Home,4.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058787259,,Other,Satin,4m 26d,Black/Orange,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/20/2025 12:00:00 AM,Tortoiseshell/,,N,6/26/2025 8:47 AM,112.20,,Foster Home,3.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058847120,Kiwi,Cat,Domestic Shorthair,7m 11d,Brown/,N,Y,Return/Owned 30 Days or Less - OTC!,F,In Foster,Foster Home,,941010004212770,Cat,,3/5/2025 12:00:00 AM,Tabby/,,Y,7/29/2025 1:59 PM,79.00,Recheck UA in 3-4wks; QOL,Foster Home,6.75 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058847793,Spook,Cat,Domestic Shorthair,4m 9d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,SPARK,941010004202825,Cat,,6/7/2025 12:00:00 AM,,,N,7/5/2025 12:52 PM,103.00,NEEDS FOSTER,Foster Home,3.75 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872790,,Other,Satin,3m 8d,White/Tan,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872792,Handsome,Other,Satin,3m 8d,White/Grey,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872796,Squiggles,Other,Satin,3m 8d,White/Orange/Grey,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.30 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872798,Thumper,Other,Satin,3m 8d,Grey/,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872803,,Other,Satin,3m 8d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872805,,Other,Satin,3m 8d,Grey/Tan/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Tortoiseshell/,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872807,Mad Hatter,Other,Satin,3m 8d,White/Grey,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Rabbit,Satin,7/8/2025 12:00:00 AM,Spotted/,,N,7/9/2025 11:52 AM,99.00,needs fostering,Foster Home,2.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872864,Berlini,Cat,Domestic Shorthair,3m 11d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004618880,Cat,Mix,7/5/2025 12:00:00 AM,Tortoiseshell/,,N,7/9/2025 11:58 AM,99.00,,Foster Home,2.00 pound,No,,2,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058872867,Kiki,Cat,Domestic Shorthair,3m 11d,Black/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004498053,Cat,Mix,7/5/2025 12:00:00 AM,,,N,7/9/2025 11:58 AM,99.00,WEIGHT GAIN,Foster Home,1.40 pound,No,,2,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058896393,Stink,Cat,Domestic Shorthair,3m 7d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004600177,Cat,,7/9/2025 12:00:00 AM,Tabby/,,N,7/12/2025 2:07 PM,95.90,panleuk quarantine,Foster Home,3.25 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058909084,,Cat,Domestic Shorthair,1y 3m 1d,Grey/,N,N,Stray/Field,F,In Foster,Foster Home,ROSEMARIE,,Cat,Mix,7/15/2024 12:00:00 AM,Tabby/,,N,7/15/2025 8:56 AM,93.20,,Foster Home,5.90 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058955724,G Pig 37,Other,Guinea Pig,N/A,Brown/Tan/White,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,In Foster,Foster Home,,,Rodent,,,Agouti/,,Y,7/22/2025 11:25 AM,86.00,,Foster Home,1.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058955747,G Pig 42,Other,Guinea Pig,N/A,Tan/Brown,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,In Foster,Foster Home,,,Rodent,,,Tricolor/,,Y,7/22/2025 11:25 AM,86.00,,Foster Home,1.60 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058982440,Peanut,Cat,Domestic Shorthair,5m 0d,Black/White,N,N,Stray/Field,F,In Behavior Foster,Foster Home,,941010004200596,Cat,,5/16/2025 12:00:00 AM,,,Y,7/25/2025 3:03 PM,82.90,,Foster Home,4.75 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058982457,Cashew,Cat,Domestic Shorthair,5m 0d,Lynx/,N,N,Stray/Field,M,In Behavior Foster,Foster Home,,941010004400749,Cat,,5/16/2025 12:00:00 AM,Point/,,Y,7/25/2025 3:03 PM,82.90,med clear for adoption,Foster Home,4.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058983772,Shirley,Cat,Domestic Longhair,2y 2m 19d,Brown/,N,N,Stray/Field,F,In Foster,Foster Home,,941010004502235,Cat,,7/27/2023 12:00:00 AM,Tabby/,,N,7/25/2025 4:56 PM,82.80,,Foster Home,7.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058983789,Carmin,Cat,Domestic Shorthair,2m 21d,Brown/Black,N,N,Stray/Field,F,In Foster,Foster Home,,941010004496896,Cat,Mix,7/25/2025 12:00:00 AM,Tabby/,,N,7/25/2025 4:56 PM,82.80,,Foster Home,2.30 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058983802,Squiggie,Cat,Domestic Shorthair,2m 21d,Brown/Black,N,N,Stray/Field,M,In Foster,Foster Home,,941010004619053,Cat,,7/25/2025 12:00:00 AM,Tabby/,,N,7/25/2025 4:56 PM,82.80,,Foster Home,2.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058983806,Laverne,Cat,Domestic Shorthair,2m 21d,Brown/Black,N,N,Stray/Field,F,In Foster,Foster Home,,941010004490580,Cat,Mix,7/25/2025 12:00:00 AM,Tabby/,,N,7/25/2025 4:56 PM,82.80,,Foster Home,2.70 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0058983813,Lenny,Cat,Domestic Shorthair,2m 21d,Grey/,N,N,Stray/Field,M,In Foster,Foster Home,,941010004619279,Cat,Mix,7/25/2025 12:00:00 AM,,,N,7/25/2025 4:56 PM,82.80,,Foster Home,2.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059000881,Jake,Cat,Domestic Shorthair,3m 8d,Brown/,N,N,Seized/Signed Over,M,In Foster,Foster Home,,941010004186829,Cat,,7/8/2025 12:00:00 AM,Tabby/,,N,7/29/2025 10:42 AM,79.10,,Foster Home,3.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059011330,,Cat,Domestic Shorthair,3m 7d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,,7/9/2025 12:00:00 AM,,,N,7/30/2025 1:30 PM,78.00,,Foster Home,1.25 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059048810,Bruno,Cat,Domestic Shorthair,2m 17d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004632888,Cat,,7/29/2025 12:00:00 AM,,,N,8/5/2025 1:24 PM,72.00,,Foster Home,3.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059078408,Sonnet,Cat,Domestic Shorthair,1y 8m 7d,Black/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004585393,Cat,,2/9/2024 12:00:00 AM,Tortoiseshell/,,N,8/9/2025 1:34 PM,68.00,panleuk quarantine,Foster Home,7.90 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059078427,,Cat,Domestic Shorthair,2m 16d,Orange/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010005094148,Cat,,7/30/2025 12:00:00 AM,Tabby/,,N,8/9/2025 1:34 PM,68.00,panleuk treatment/quarantine,Foster Home,1.90 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059078447,,Cat,Domestic Shorthair,2m 16d,Black/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004615763,Cat,,7/30/2025 12:00:00 AM,Tortoiseshell/,,N,8/9/2025 1:34 PM,68.00,panleuk treatment/quarantine,Foster Home,1.30 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059078458,,Cat,Domestic Shorthair,2m 16d,Blue/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004746879,Cat,,7/30/2025 12:00:00 AM,Tortoiseshell/,,N,8/9/2025 1:34 PM,68.00,panleuk treatment/quarantine,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059078469,,Cat,Domestic Shorthair,2m 16d,Black/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004551746,Cat,,7/30/2025 12:00:00 AM,,,N,8/9/2025 1:34 PM,68.00,panleuk treatment/quarantine,Foster Home,1.90 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059187085,Creme,Dog,Cane Corso,1y 1m 28d,Tan/,N,N,Seized/Cruelty,F,In Cruelty Foster,Foster Home,,,Dog,Mix,8/18/2024 12:00:00 AM,,,N,8/18/2025 9:48 AM,59.10,,Foster Home,80.20 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059190945,,Cat,Domestic Shorthair,1m 29d,Blue/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,8/17/2025 12:00:00 AM,,,N,8/19/2025 12:19 PM,58.00,,Foster Home,1.60 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059190947,,Cat,Domestic Shorthair,1m 29d,Blue/,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,8/17/2025 12:00:00 AM,,,N,8/19/2025 12:19 PM,58.00,,Foster Home,1.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059193830,Grace,Cat,Domestic Shorthair,2y 1m 27d,Silver/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010004497786,Cat,,8/19/2023 12:00:00 AM,Tabby/,,N,8/19/2025 8:23 AM,58.20,,Foster Home,8.75 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059193836,,Cat,Domestic Shorthair,1m 28d,Brown/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,,Cat,,8/18/2025 12:00:00 AM,Tabby/,,N,8/19/2025 8:23 AM,58.20,,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059193839,,Cat,Domestic Shorthair,1m 28d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,,Cat,,8/18/2025 12:00:00 AM,,,N,8/19/2025 8:23 AM,58.20,,Foster Home,2.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059196914,,Cat,Domestic Shorthair,1m 28d,Black/White,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Cat,,8/18/2025 12:00:00 AM,,,N,8/19/2025 1:01 PM,58.00,,Foster Home,2.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059198590,,Cat,Domestic Shorthair,2m 4d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,8/12/2025 12:00:00 AM,,,N,8/19/2025 2:54 PM,57.90,bottle bb,Foster Home,1.90 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059198596,,Cat,Domestic Shorthair,2m 4d,Grey/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,8/12/2025 12:00:00 AM,,,N,8/19/2025 2:54 PM,57.90,,Foster Home,1.25 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059204612,Moon,Cat,Domestic Shorthair,2m 22d,Brown/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004490272,Cat,Mix,7/24/2025 12:00:00 AM,Tabby/,,N,8/21/2025 10:11 AM,56.10,,Foster Home,2.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059204614,Matilda,Cat,Domestic Shorthair,2m 22d,Brown/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004536621,Cat,Mix,7/24/2025 12:00:00 AM,Tabby/,,N,8/21/2025 10:11 AM,56.10,,Foster Home,2.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059204617,Maya,Cat,Domestic Shorthair,2m 22d,Brown/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004633814,Cat,Mix,7/24/2025 12:00:00 AM,Tabby/,,N,8/21/2025 10:11 AM,56.10,,Foster Home,2.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059204618,Mia,Cat,Domestic Shorthair,2m 22d,Brown/,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004522524,Cat,Mix,7/24/2025 12:00:00 AM,Tabby/,,N,8/21/2025 10:11 AM,56.10,,Foster Home,2.70 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059214402,Pumpkin,Cat,Domestic Shorthair,2m 0d,Orange/,N,N,Stray/Field,M,In Foster,Foster Home,,941010004493330,Cat,Mix,8/16/2025 12:00:00 AM,Tabby/,,N,8/21/2025 3:02 PM,55.90,,Foster Home,1.70 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059232827,,Other,Mini-Lop,3m 21d,Tan/Blue,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,U,In Foster,Foster Home,,,Rabbit,Mix,6/25/2025 12:00:00 AM,,,N,8/25/2025 11:15 AM,52.00,TOO YOUNG,Foster Home,2.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059232836,,Other,Mini-Lop,3m 21d,Tan/Black,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,,Rabbit,Mix,6/25/2025 12:00:00 AM,Tricolor/,,N,8/25/2025 11:15 AM,52.00,,Foster Home,2.75 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059233908,Hobbs Jr.,Cat,Domestic Shorthair,2m 12d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004618644,Cat,Mix,8/4/2025 12:00:00 AM,Tabby/,,N,8/25/2025 12:38 PM,52.00,,Foster Home,2.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059233920,Potato,Cat,Domestic Shorthair,2m 12d,Black/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004499147,Cat,Mix,8/4/2025 12:00:00 AM,,,N,8/25/2025 12:38 PM,52.00,,Foster Home,2.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059233926,Roxie,Cat,Domestic Shorthair,2m 12d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,Sylvester,941010004521246,Cat,Mix,8/4/2025 12:00:00 AM,Tabby/,,N,8/25/2025 12:38 PM,52.00,,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059233941,Jackson,Cat,Domestic Shorthair,2m 12d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004602010,Cat,Mix,8/4/2025 12:00:00 AM,Tabby/,,N,8/25/2025 12:38 PM,52.00,,Foster Home,2.10 pound,No,,0,No,,,,,457
